rank,drug_id,drug_name,score,raw_score,status
2136,CHEMBL1200329,TIZANIDINE HYDROCHLORIDE,0.4201,-4.7964,novel
2137,CHEMBL48449,CANTHARIDIN,0.42,-4.7978,novel
2138,CHEMBL1760,TERBUTALINE,0.42,-4.7979,novel
2139,CHEMBL4594345,PEGULICIANINE ACETATE,0.42,-4.798,novel
2140,CHEMBL888,GEMCITABINE,0.4198,-4.8013,novel
2141,CHEMBL4297852,CENEGERMIN,0.4193,-4.8074,novel
2142,CHEMBL1200925,"POTASSIUM PHOSPHATE, MONOBASIC",0.4193,-4.8074,novel
2143,CHEMBL201960,PYROVALERONE,0.4193,-4.8076,novel
2144,CHEMBL1368,"SODIUM PHOSPHATE, MONOBASIC",0.4193,-4.8078,novel
2145,CHEMBL1200731,POTASSIUM CHLORIDE,0.4191,-4.8101,novel
2146,CHEMBL827,DEXMETHYLPHENIDATE,0.419,-4.8116,novel
2147,CHEMBL4303288,ABACAVIR SULFATE,0.4188,-4.8143,novel
2148,CHEMBL3348923,TOVORAFENIB,0.4187,-4.8147,novel
2149,CHEMBL5315117,ZANAMIVIR HYDRATE,0.4187,-4.8155,novel
2150,CHEMBL1256958,EPINEPHRINE BITARTRATE,0.4184,-4.8186,novel
2151,CHEMBL2146140,ESOMEPRAZOLE STRONTIUM,0.4177,-4.8286,novel
2152,CHEMBL423,BETAXOLOL,0.4171,-4.836,novel
2153,CHEMBL585,TRIAMTERENE,0.4168,-4.8401,novel
2154,CHEMBL1200791,OXYMETAZOLINE HYDROCHLORIDE,0.4163,-4.8461,novel
2155,CHEMBL3989515,PENICILLIN G BENZATHINE,0.4162,-4.8478,novel
2156,CHEMBL981,FENOFIBRIC ACID,0.4161,-4.8485,novel
2157,CHEMBL527,PIROXICAM,0.4161,-4.8492,novel
2158,CHEMBL2108282,CATRIDECACOG,0.4159,-4.8516,novel
2159,CHEMBL437,SULFATHIAZOLE,0.4157,-4.8543,novel
2160,CHEMBL252556,IDEBENONE,0.4152,-4.8608,novel
2161,CHEMBL569713,SCOPOLAMINE,0.4151,-4.8617,novel
2162,CHEMBL4594511,VUTRISIRAN,0.415,-4.8629,novel
2163,CHEMBL1097279,CANGRELOR TETRASODIUM,0.4148,-4.8652,novel
2164,CHEMBL17860,LOFEXIDINE,0.4148,-4.8655,novel
2165,CHEMBL1697,DILTIAZEM HYDROCHLORIDE,0.4147,-4.8663,novel
2166,CHEMBL1213250,CEFTOLOZANE SULFATE,0.4146,-4.868,novel
2167,CHEMBL37744,ZIMELDINE,0.4146,-4.8682,novel
2168,CHEMBL1908377,PYRVINIUM PAMOATE,0.4144,-4.871,novel
2169,CHEMBL3989833,ZIPRASIDONE MESYLATE,0.4141,-4.8743,novel
2170,CHEMBL3301680,TELAVANCIN HYDROCHLORIDE,0.4138,-4.8778,novel
2171,CHEMBL1595,DIHYDROCODEINE,0.4137,-4.8793,novel
2172,CHEMBL1718,NALOXONE HYDROCHLORIDE,0.4136,-4.8811,novel
2173,CHEMBL2104391,INSULIN DETEMIR,0.4135,-4.8827,novel
2174,CHEMBL1057,FLUORESCEIN,0.4134,-4.8837,novel
2175,CHEMBL6067980,SUCRALFATE,0.4133,-4.8842,novel
2176,CHEMBL6068499,NEISSERIA MENINGITIDIS FACTOR H BINDING PROTEIN,0.4131,-4.8879,novel
2177,CHEMBL3989844,DEXTROAMPHETAMINE SACCHARATE,0.413,-4.8887,novel
2178,CHEMBL3989698,TRANYLCYPROMINE SULFATE,0.4129,-4.8903,novel
2179,CHEMBL1201155,LOXAPINE SUCCINATE,0.4127,-4.8927,novel
2180,CHEMBL1715,PIOGLITAZONE HYDROCHLORIDE,0.4126,-4.8937,novel
2181,CHEMBL316157,CEPHALORIDINE,0.4124,-4.8966,novel
2182,CHEMBL607,MEPERIDINE,0.4123,-4.897,novel
2183,CHEMBL1607,TOPOTECAN HYDROCHLORIDE,0.4122,-4.8988,novel
2184,CHEMBL1200419,MOLINDONE HYDROCHLORIDE,0.4118,-4.904,novel
2185,CHEMBL4297147,HALOPERIDOL LACTATE,0.4118,-4.904,novel
2186,CHEMBL32800,FENOTEROL,0.4115,-4.9085,novel
2187,CHEMBL4303525,OMAVELOXOLONE,0.4111,-4.9132,novel
2188,CHEMBL2105755,NALDEMEDINE,0.4111,-4.9134,novel
2189,CHEMBL6068496,RESPIRATORY SYNCYTIAL VIRUS PRE-FUSION GLYCOPROTEIN F MRNA,0.4111,-4.9136,novel
2190,CHEMBL1034,DICLOFENAC SODIUM,0.4109,-4.9162,novel
2191,CHEMBL3990008,TABELECLEUCEL,0.4107,-4.9184,novel
2192,CHEMBL1200457,GADOVERSETAMIDE,0.4102,-4.9252,novel
2193,CHEMBL2096651,MANGAFODIPIR TRISODIUM,0.4102,-4.9252,novel
2194,CHEMBL4297634,GADOPICLENOL,0.4102,-4.9252,novel
2195,CHEMBL1201557,INTERFERON ALFACON-1,0.4102,-4.9254,novel
2196,CHEMBL5314727,BEVACIZUMAB GAMMA,0.4099,-4.9284,novel
2197,CHEMBL1201189,AMMONIA N 13,0.4099,-4.929,novel
2198,CHEMBL1538,TENOFOVIR DISOPROXIL,0.4096,-4.9324,novel
2199,CHEMBL4802254,AFAMITRESGENE AUTOLEUCEL,0.4092,-4.938,novel
2200,CHEMBL1029,MIGLUSTAT,0.4086,-4.946,novel
2201,CHEMBL53418,DANTHRON,0.4082,-4.9501,novel
2202,CHEMBL550495,METHYLENE BLUE,0.4082,-4.9501,novel
2203,CHEMBL1290,PENBUTOLOL,0.4082,-4.9501,novel
2204,CHEMBL30,CIMETIDINE,0.4079,-4.9546,novel
2205,CHEMBL1095777,INDACATEROL,0.4079,-4.9551,novel
2206,CHEMBL975,MESNA,0.4078,-4.956,novel
2207,CHEMBL673,PARGYLINE,0.4077,-4.9566,novel
2208,CHEMBL4594581,INSULIN ICODEC,0.4074,-4.9606,novel
2209,CHEMBL1201776,TAPENTADOL,0.4072,-4.9634,novel
2210,CHEMBL1628227,DOXEPIN,0.4071,-4.9653,novel
2211,CHEMBL86304,MOCLOBEMIDE,0.4069,-4.9677,novel
2212,CHEMBL4297211,CEFIDEROCOL SULFATE TOSYLATE,0.4068,-4.9687,novel
2213,CHEMBL1200929,ZINC SULFATE,0.4067,-4.9704,novel
2214,CHEMBL1501,FLUOCINONIDE,0.4065,-4.9724,novel
2215,CHEMBL1159,PINACIDIL ANHYDROUS,0.4059,-4.9805,novel
2216,CHEMBL1219,RABEPRAZOLE,0.4056,-4.9838,novel
2217,CHEMBL1536,ERGOCALCIFEROL,0.4055,-4.9853,novel
2218,CHEMBL1261,CITRIC ACID,0.4052,-4.989,novel
2219,CHEMBL1200613,TOLMETIN SODIUM,0.4052,-4.9891,novel
2220,CHEMBL668,PROTRIPTYLINE,0.405,-4.9924,novel
2221,CHEMBL198362,RIVAROXABAN,0.4049,-4.9933,novel
2222,CHEMBL842,CHLOROTHIAZIDE,0.4047,-4.9952,novel
2223,CHEMBL149972,PHENOBARBITAL SODIUM,0.4046,-4.9973,novel
2224,CHEMBL3185958,CLOMIPHENE CITRATE,0.4045,-4.9978,novel
2225,CHEMBL535396,RIMANTADINE HYDROCHLORIDE,0.4045,-4.9978,novel
2226,CHEMBL3544914,TEZACAFTOR,0.4045,-4.999,novel
2227,CHEMBL1006,AMIFOSTINE,0.4043,-5.0008,novel
2228,CHEMBL1200530,CEFOXITIN SODIUM,0.4041,-5.0033,novel
2229,CHEMBL3707306,STRONTIUM RANELATE,0.4041,-5.0037,novel
2230,CHEMBL652,FLECAINIDE,0.4041,-5.0041,novel
2231,CHEMBL278020,NEOSTIGMINE,0.404,-5.005,novel
2232,CHEMBL4298062,VILTOLARSEN,0.4036,-5.0094,novel
2233,CHEMBL231779,APIXABAN,0.4036,-5.0097,novel
2234,CHEMBL1237135,MAPROTILINE HYDROCHLORIDE,0.4035,-5.0112,novel
2235,CHEMBL2105700,BEDAQUILINE FUMARATE,0.4035,-5.0113,novel
2236,CHEMBL2079130,VONOPRAZAN,0.4035,-5.0118,novel
2237,CHEMBL373742,VASOPRESSIN,0.4033,-5.0142,novel
2238,CHEMBL46917,CARBARIL,0.4031,-5.0167,novel
2239,CHEMBL1661,LACTITOL,0.4031,-5.0168,novel
2240,CHEMBL1697768,SODIUM PICOSULFATE,0.4031,-5.0168,novel
2241,CHEMBL2105748,PRUCALOPRIDE SUCCINATE,0.4031,-5.0168,novel
2242,CHEMBL2219418,NALOXEGOL,0.4031,-5.0168,novel
2243,CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,0.4028,-5.0203,novel
2244,CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,0.4026,-5.0225,novel
2245,CHEMBL2103738,LITHIUM CITRATE,0.4024,-5.0253,novel
2246,CHEMBL2108106,TOCOFERSOLAN,0.4024,-5.0255,novel
2247,CHEMBL495,ALPROSTADIL,0.4021,-5.0293,novel
2248,CHEMBL3707313,TRIFAROTENE,0.402,-5.03,novel
2249,CHEMBL3989695,REGADENOSON,0.4017,-5.034,novel
2250,CHEMBL43708,IMIPENEM,0.4013,-5.0398,novel
2251,CHEMBL1201421,PEGAPTANIB SODIUM,0.4012,-5.0405,novel
2252,CHEMBL404271,ACARBOSE,0.4009,-5.0453,novel
2253,CHEMBL6067972,VARENICLINE TARTRATE,0.4009,-5.0454,novel
2254,CHEMBL5095303,VUTRISIRAN SODIUM,0.4007,-5.0478,novel
2255,CHEMBL796,METHYLPHENIDATE,0.4006,-5.049,novel
2256,CHEMBL1563,DAUNORUBICIN HYDROCHLORIDE,0.4006,-5.0493,novel
2257,CHEMBL4594448,IPTACOPAN,0.4004,-5.0514,novel
2258,CHEMBL1945778,IOFLUPANE,0.4003,-5.0523,novel
2259,CHEMBL290106,BITHIONOL,0.4,-5.0565,novel
2260,CHEMBL1908362,GADOFOSVESET TRISODIUM,0.3999,-5.0583,novel
2261,CHEMBL2104910,SULFADICRAMIDE,0.3997,-5.0601,novel
2262,CHEMBL1200735,MOXIFLOXACIN HYDROCHLORIDE,0.3997,-5.0603,novel
2263,CHEMBL604,CUPRIC SULFATE,0.3997,-5.0609,novel
2264,CHEMBL338802,SULFAGUANIDINE,0.3992,-5.0665,novel
2265,CHEMBL296306,LACTULOSE,0.3989,-5.0707,novel
2266,CHEMBL2095208,COBICISTAT,0.3987,-5.0736,novel
2267,CHEMBL245807,OXYPHENISATINE,0.3983,-5.079,novel
2268,CHEMBL632,BETAMETHASONE,0.3982,-5.0799,novel
2269,CHEMBL4297566,CASIMERSEN,0.3981,-5.0806,novel
2270,CHEMBL633,AMIODARONE,0.398,-5.0828,novel
2271,CHEMBL1221,SULCONAZOLE,0.3979,-5.083,novel
2272,CHEMBL546,OXPRENOLOL,0.3979,-5.0831,novel
2273,CHEMBL2103742,MANGANESE SULFATE,0.3972,-5.0927,novel
2274,CHEMBL1201479,POLYETHYLENE GLYCOL 3350,0.3971,-5.0933,novel
2275,CHEMBL638,VORICONAZOLE,0.3967,-5.0996,novel
2276,CHEMBL476,DACARBAZINE,0.3965,-5.1019,novel
2277,CHEMBL1200617,RIMEXOLONE,0.3961,-5.107,novel
2278,CHEMBL1201061,LEVALBUTEROL HYDROCHLORIDE,0.3959,-5.1097,novel
2279,CHEMBL1508,ESCITALOPRAM,0.3957,-5.1125,novel
2280,CHEMBL3989694,OLANZAPINE PAMOATE,0.3955,-5.1145,novel
2281,CHEMBL1611,PHENYTOIN SODIUM,0.3953,-5.117,novel
2282,CHEMBL503,LOVASTATIN,0.3951,-5.1191,novel
2283,CHEMBL398707,HYDROMORPHONE,0.3951,-5.1202,novel
2284,CHEMBL1696,DESIPRAMINE HYDROCHLORIDE,0.3949,-5.1219,novel
2285,CHEMBL49,BUSPIRONE,0.3948,-5.1231,novel
2286,CHEMBL1350,TILUDRONIC ACID,0.3947,-5.1245,novel
2287,CHEMBL1200711,OMEGA-3-ACID ETHYL ESTERS,0.3947,-5.1251,novel
2288,CHEMBL1692,IMIPRAMINE HYDROCHLORIDE,0.3947,-5.1253,novel
2289,CHEMBL1200640,FERROUS FUMARATE,0.3946,-5.1259,novel
2290,CHEMBL2108253,ARCITUMOMAB,0.3946,-5.126,novel
2291,CHEMBL33986,BUTORPHANOL,0.3945,-5.1273,novel
2292,CHEMBL3545309,LEFAMULIN ACETATE,0.3944,-5.129,novel
2293,CHEMBL922,ADEFOVIR DIPIVOXIL,0.3941,-5.1325,novel
2294,CHEMBL656,OXYCODONE,0.3938,-5.1368,novel
2295,CHEMBL1126,PENICILLIN G SODIUM,0.3938,-5.1368,novel
2296,CHEMBL1200736,MAGNESIUM CARBONATE,0.3937,-5.1384,novel
2297,CHEMBL6068359,"HUMAN PAPILLOMAVIRUS, L1 PROTEIN VIRUS LIKE PARTICLES",0.3936,-5.1387,novel
2298,CHEMBL2364617,MACIMORELIN ACETATE,0.3936,-5.139,novel
2299,CHEMBL1201824,ALGLUCOSIDASE ALFA,0.3935,-5.1409,novel
2300,CHEMBL963,OXYMORPHONE,0.3933,-5.143,novel
2301,CHEMBL1200836,OXICONAZOLE NITRATE,0.3932,-5.1444,novel
2302,CHEMBL631,PROPAFENONE,0.3932,-5.1447,novel
2303,CHEMBL1201827,PANITUMUMAB,0.3931,-5.1461,novel
2304,CHEMBL1201760,BESIFLOXACIN,0.3929,-5.1476,novel
2305,CHEMBL129,ZIDOVUDINE,0.3929,-5.1485,novel
2306,CHEMBL2105669,TEDIZOLID PHOSPHATE,0.3928,-5.149,novel
2307,CHEMBL1200964,AMITRIPTYLINE HYDROCHLORIDE,0.3928,-5.1494,novel
2308,CHEMBL1201184,LANREOTIDE ACETATE,0.3927,-5.1503,novel
2309,CHEMBL1950576,DIHYDROSTREPTOMYCIN,0.3926,-5.1523,novel
2310,CHEMBL3989856,SODIUM SULFATE,0.3923,-5.1561,novel
2311,CHEMBL1201431,DORNASE ALFA,0.3923,-5.1562,novel
2312,CHEMBL1194,PRILOCAINE,0.3922,-5.1568,novel
2313,CHEMBL6068498,NEISSERIA MENINGITIDIS POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID,0.3922,-5.1569,novel
2314,CHEMBL6068489,RESPIRATORY SYNCYTIAL VIRUS PRE-FUSION GLYCOPROTEIN F,0.3919,-5.1616,novel
2315,CHEMBL2103867,PLECANATIDE,0.3917,-5.1633,novel
2316,CHEMBL3990047,OZENOXACIN,0.3917,-5.1642,novel
2317,CHEMBL1095292,BRETYLIUM TOSYLATE,0.3916,-5.1643,novel
2318,CHEMBL1201492,SEVELAMER HYDROCHLORIDE,0.3912,-5.1703,novel
2319,CHEMBL480,LANSOPRAZOLE,0.391,-5.1725,novel
2320,CHEMBL436,TOLRESTAT,0.3908,-5.1749,novel
2321,CHEMBL692,GLYCERIN,0.3908,-5.1752,novel
2322,CHEMBL1409,FLUVOXAMINE MALEATE,0.3902,-5.1829,novel
2323,CHEMBL1200682,SODIUM OXYBATE,0.39,-5.1856,novel
2324,CHEMBL918,PHENACEMIDE,0.3898,-5.1885,novel
2325,CHEMBL6067977,TECHNETIUM TC 99M SESTAMIBI,0.3896,-5.1908,novel
2326,CHEMBL1083993,AMIODARONE HYDROCHLORIDE,0.3896,-5.1911,novel
2327,CHEMBL4650299,HEPARIN,0.3896,-5.1911,novel
2328,CHEMBL270190,ALVIMOPAN,0.3895,-5.192,novel
2329,CHEMBL1200656,NATAMYCIN,0.3894,-5.1929,novel
2330,CHEMBL2109065,DROTRECOGIN ALFA (ACTIVATED),0.3894,-5.1932,novel
2331,CHEMBL1200701,DICLOXACILLIN SODIUM,0.3891,-5.1974,novel
2332,CHEMBL2103736,FENOPROFEN CALCIUM,0.3889,-5.1995,novel
2333,CHEMBL562,GRISEOFULVIN,0.3885,-5.2047,novel
2334,CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,0.3883,-5.2076,novel
2335,CHEMBL782,TOLBUTAMIDE,0.3881,-5.2098,novel
2336,CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE,0.388,-5.2119,novel
2337,CHEMBL4297588,ODEVIXIBAT,0.3877,-5.2153,novel
2338,CHEMBL2443262,OLICERIDINE,0.3876,-5.2161,novel
2339,CHEMBL686,MEFENAMIC ACID,0.3875,-5.2178,novel
2340,CHEMBL1201336,FOSPHENYTOIN,0.3875,-5.2184,novel
2341,CHEMBL4594301,REMIMAZOLAM BESYLATE,0.3873,-5.2209,novel
2342,CHEMBL1202,CIPROFLOXACIN HYDROCHLORIDE,0.3872,-5.2213,novel
2343,CHEMBL6067961,POLIDOCANOL,0.3868,-5.2269,novel
2344,CHEMBL4594320,AVALGLUCOSIDASE ALFA,0.3865,-5.2306,novel
2345,CHEMBL1353,SODIUM BICARBONATE,0.3865,-5.2311,novel
2346,CHEMBL1617,RIFAXIMIN,0.3863,-5.2328,novel
2347,CHEMBL1068,OXCARBAZEPINE,0.3861,-5.236,novel
2348,CHEMBL565,CLOFIBRATE,0.386,-5.2372,novel
2349,CHEMBL4650274,DASIGLUCAGON HYDROCHLORIDE,0.3857,-5.2414,novel
2350,CHEMBL517,DISOPYRAMIDE,0.3854,-5.2446,novel
2351,CHEMBL3545367,LEMBOREXANT,0.3847,-5.2534,novel
2352,CHEMBL6068372,NEISSERIA MENINGITIDIS ADHESIN A,0.3844,-5.2577,novel
2353,CHEMBL70,MORPHINE,0.3843,-5.2587,novel
2354,CHEMBL2103830,FOSTAMATINIB,0.3843,-5.2595,novel
2355,CHEMBL472,GLYBURIDE,0.3836,-5.2681,novel
2356,CHEMBL1200470,ESOMEPRAZOLE SODIUM,0.3834,-5.2713,novel
2357,CHEMBL3039508,NALDEMEDINE TOSYLATE,0.3834,-5.2714,novel
2358,CHEMBL5314378,CASPOFUNGIN ACETATE,0.3829,-5.277,novel
2359,CHEMBL797,PHENSUXIMIDE,0.3828,-5.2785,novel
2360,CHEMBL4594329,CIPAGLUCOSIDASE ALFA,0.3828,-5.2786,novel
2361,CHEMBL1113,AMOXAPINE,0.3825,-5.2828,novel
2362,CHEMBL2103802,DAPAGLIFLOZIN PROPANEDIOL,0.3819,-5.2905,novel
2363,CHEMBL1089,PHENELZINE,0.3817,-5.2927,novel
2364,CHEMBL1200826,LITHIUM CARBONATE,0.3815,-5.296,novel
2365,CHEMBL614,PYRAZINAMIDE,0.3808,-5.3046,novel
2366,CHEMBL444633,RIFABUTIN,0.3808,-5.3046,novel
2367,CHEMBL1100,PARAMETHADIONE,0.3806,-5.3064,novel
2368,CHEMBL488093,PYRITINOL,0.3806,-5.3072,novel
2369,CHEMBL1201222,LISDEXAMFETAMINE,0.3806,-5.3072,novel
2370,CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,0.3806,-5.3072,novel
2371,CHEMBL1389,LEVONORGESTREL,0.3805,-5.3085,novel
2372,CHEMBL1743078,TEPLIZUMAB,0.3803,-5.3103,novel
2373,CHEMBL1177,PEMOLINE,0.3801,-5.3139,novel
2374,CHEMBL238804,SELEXIPAG,0.379,-5.3278,novel
2375,CHEMBL4297951,COAGULATION FACTOR X HUMAN,0.379,-5.328,novel
2376,CHEMBL695,TRIMETHADIONE,0.3789,-5.3293,novel
2377,CHEMBL1140,NIACINAMIDE,0.3787,-5.331,novel
2378,CHEMBL6068364,"JAPANESE ENCEPHALITIS VIRUS, INACTIVATED",0.3787,-5.3311,novel
2379,CHEMBL184412,DRONEDARONE,0.3786,-5.3333,novel
2380,CHEMBL2105682,EDOXABAN TOSYLATE,0.3785,-5.3339,novel
2381,CHEMBL1682,SORBITOL,0.3784,-5.3351,novel
2382,CHEMBL2206196,PAROMOMYCIN SULFATE,0.3784,-5.336,novel
2383,CHEMBL5315099,EX VIVO EXPANDED AUTOLOGOUS HUMAN CORNEAL EPITHELIAL CELLS CONTAINING STEM CELLS,0.3782,-5.3385,novel
2384,CHEMBL94394,BUFEXAMAC,0.378,-5.3401,novel
2385,CHEMBL1201891,DEFLAZACORT,0.3779,-5.3415,novel
2386,CHEMBL1200625,STRONTIUM CHLORIDE SR 89,0.3779,-5.342,novel
2387,CHEMBL1398126,AMILORIDE HYDROCHLORIDE,0.3779,-5.342,novel
2388,CHEMBL3301612,ENCORAFENIB,0.3778,-5.3429,novel
2389,CHEMBL1908841,LEVOLEUCOVORIN,0.3775,-5.3469,novel
2390,CHEMBL32,MOXIFLOXACIN,0.3775,-5.3472,novel
2391,CHEMBL1702,ATOMOXETINE HYDROCHLORIDE,0.3773,-5.3495,novel
2392,CHEMBL640,PROCAINAMIDE,0.3772,-5.3507,novel
2393,CHEMBL3989932,ANGIOTENSIN II ACETATE,0.3771,-5.3516,novel
2394,CHEMBL6068355,"RUBELLA VIRUS, LIVE ATTENUATED",0.377,-5.3536,novel
2395,CHEMBL222559,TIPRANAVIR,0.3768,-5.356,novel
2396,CHEMBL4297536,PATISIRAN SODIUM,0.3767,-5.3575,novel
2397,CHEMBL1779710,EVOGLIPTIN,0.3766,-5.3591,novel
2398,CHEMBL2107830,EMPAGLIFLOZIN,0.3765,-5.3593,novel
2399,CHEMBL1200727,RUBIDIUM CHLORIDE RB 82,0.3764,-5.3617,novel
2400,CHEMBL1200941,THIAMINE HYDROCHLORIDE,0.3763,-5.3624,novel
2401,CHEMBL1946170,REGORAFENIB,0.376,-5.3663,novel
2402,CHEMBL1201156,NORTRIPTYLINE HYDROCHLORIDE,0.3759,-5.3677,novel
2403,CHEMBL822,TERBINAFINE,0.3755,-5.3722,novel
2404,CHEMBL942,BISACODYL,0.3743,-5.3879,novel
2405,CHEMBL957,BOSENTAN,0.3743,-5.3889,novel
2406,CHEMBL218650,DELAMANID,0.374,-5.3925,novel
2407,CHEMBL2103844,PIXANTRONE DIMALEATE,0.374,-5.3928,novel
2408,CHEMBL450,METHARBITAL,0.3736,-5.3975,novel
2409,CHEMBL563,FLURBIPROFEN,0.3736,-5.3978,novel
2410,CHEMBL21731,MAPROTILINE,0.3733,-5.4014,novel
2411,CHEMBL1076903,VARENICLINE,0.3725,-5.4115,novel
2412,CHEMBL896,HYDROXYZINE,0.3725,-5.4118,novel
2413,CHEMBL2105684,SELUMETINIB SULFATE,0.3722,-5.4157,novel
2414,CHEMBL512351,BETRIXABAN,0.3712,-5.4278,novel
2415,CHEMBL1200952,METHAMPHETAMINE HYDROCHLORIDE,0.3712,-5.4283,novel
2416,CHEMBL1200572,MAGNESIUM OXIDE,0.3709,-5.4322,novel
2417,CHEMBL2108175,HUMAN COAGULATION FACTOR VIII,0.3708,-5.4329,novel
2418,CHEMBL871,ETIDRONIC ACID,0.3708,-5.4334,novel
2419,CHEMBL1200706,ALUMINUM HYDROXIDE,0.3708,-5.4337,novel
2420,CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,0.3704,-5.4385,novel
2421,CHEMBL290960,NIFURTIMOX,0.3703,-5.4394,novel
2422,CHEMBL4297535,FISH OIL TRIGLYCERIDES,0.3702,-5.4416,novel
2423,CHEMBL223228,EFAVIRENZ,0.3702,-5.4419,novel
2424,CHEMBL1098,BUPIVACAINE,0.3696,-5.4496,novel
2425,CHEMBL405,AMPHETAMINE,0.3695,-5.4508,novel
2426,CHEMBL2107831,LUSUTROMBOPAG,0.3694,-5.4512,novel
2427,CHEMBL5314348,BIVALIRUDIN,0.3691,-5.455,novel
2428,CHEMBL1624,LEVOTHYROXINE,0.3689,-5.4574,novel
2429,CHEMBL591665,SODIUM ASCORBATE,0.3689,-5.4577,novel
2430,CHEMBL666,FOSCARNET,0.3685,-5.4631,novel
2431,CHEMBL2107817,AVIBACTAM SODIUM,0.3683,-5.4661,novel
2432,CHEMBL1200474,DEMECLOCYCLINE HYDROCHLORIDE,0.3683,-5.4663,novel
2433,CHEMBL3990039,MARSTACIMAB,0.3682,-5.4677,novel
2434,CHEMBL4298139,SERDEXMETHYLPHENIDATE CHLORIDE,0.3681,-5.4681,novel
2435,CHEMBL4298168,IBREXAFUNGERP CITRATE,0.3679,-5.4705,novel
2436,CHEMBL1263,SALMETEROL,0.3678,-5.4719,novel
2437,CHEMBL163,RITONAVIR,0.3678,-5.4722,novel
2438,CHEMBL1422,SITAGLIPTIN,0.3678,-5.4728,novel
2439,CHEMBL3989567,OXACILLIN SODIUM,0.3677,-5.473,novel
2440,CHEMBL623,NEFAZODONE,0.3675,-5.4756,novel
2441,CHEMBL1522,ESZOPICLONE,0.3671,-5.4809,novel
2442,CHEMBL2359966,QUININE SULFATE,0.367,-5.4831,novel
2443,CHEMBL1297,FENOPROFEN,0.3668,-5.4849,novel
2444,CHEMBL1201451,ALBUMIN HUMAN,0.3665,-5.4888,novel
2445,CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,0.3665,-5.4892,novel
2446,CHEMBL1201098,CEFOTETAN DISODIUM,0.3665,-5.4892,novel
2447,CHEMBL3989715,MUPIROCIN CALCIUM,0.3665,-5.4892,novel
2448,CHEMBL696,ETHOSUXIMIDE,0.3663,-5.4914,novel
2449,CHEMBL995,LOSARTAN POTASSIUM,0.3662,-5.4926,novel
2450,CHEMBL3989559,PANTOPRAZOLE SODIUM,0.3658,-5.4979,novel
2451,CHEMBL1166,ARGATROBAN,0.3655,-5.5022,novel
2452,CHEMBL5315087,PROTEIN C CONCENTRATE (HUMAN),0.3655,-5.5026,novel
2453,CHEMBL4303214,FRUQUINTINIB,0.3654,-5.5027,novel
2454,CHEMBL3301605,RELEBACTAM,0.3651,-5.5072,novel
2455,CHEMBL1201303,PYRVINIUM,0.3651,-5.5072,novel
2456,CHEMBL254857,FIPEXIDE,0.3651,-5.5072,novel
2457,CHEMBL1201863,DEXLANSOPRAZOLE,0.365,-5.5079,novel
2458,CHEMBL6437,MIANSERIN,0.3645,-5.515,novel
2459,CHEMBL606,MISOPROSTOL,0.3645,-5.5154,novel
2460,CHEMBL3311228,OTESECONAZOLE,0.3644,-5.5157,novel
2461,CHEMBL1200632,CLINDAMYCIN PALMITATE HYDROCHLORIDE,0.3642,-5.5188,novel
2462,CHEMBL1743073,SOTATERCEPT,0.3642,-5.5191,novel
2463,CHEMBL1200721,ESTRAMUSTINE PHOSPHATE SODIUM,0.364,-5.5212,novel
2464,CHEMBL3989564,TOBRAMYCIN SULFATE,0.3639,-5.5221,novel
2465,CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,0.3638,-5.5234,novel
2466,CHEMBL5315120,ODEVIXIBAT SESQUIHYDRATE,0.3637,-5.5251,novel
2467,CHEMBL2096635,UREA C 14,0.3637,-5.5252,novel
2468,CHEMBL498,CHLORPROPAMIDE,0.3635,-5.5275,novel
2469,CHEMBL1568276,NAFCILLIN SODIUM,0.3632,-5.5313,novel
2470,CHEMBL6068343,CLOPIDOGREL HYDROBROMIDE,0.3632,-5.5323,novel
2471,CHEMBL2108027,DULAGLUTIDE,0.3629,-5.5357,novel
2472,CHEMBL64391,ITRACONAZOLE,0.3628,-5.5363,novel
2473,CHEMBL1200628,VANCOMYCIN HYDROCHLORIDE,0.3627,-5.5382,novel
2474,CHEMBL1660,RIFAPENTINE,0.3621,-5.5457,novel
2475,CHEMBL932,DIPYRIDAMOLE,0.3616,-5.5519,novel
2476,CHEMBL418995,AMINEPTINE,0.3614,-5.5544,novel
2477,CHEMBL188921,BUFLOMEDIL,0.3613,-5.5559,novel
2478,CHEMBL1664,FOSAMPRENAVIR,0.3609,-5.5609,novel
2479,CHEMBL2107825,TENOFOVIR ALAFENAMIDE,0.3609,-5.5609,novel
2480,CHEMBL2108311,ASFOTASE ALFA,0.3609,-5.5618,novel
2481,CHEMBL15770,SULINDAC,0.3608,-5.5631,novel
2482,CHEMBL1201104,METHENAMINE HIPPURATE,0.3608,-5.5633,novel
2483,CHEMBL608,PROBUCOL,0.3607,-5.5634,novel
2484,CHEMBL2135460,TERLIPRESSIN,0.3605,-5.5659,novel
