rank,drug_id,drug_name,score,raw_score,status
732,CHEMBL4298185,LONAPEGSOMATROPIN,0.594,-2.5516,novel
733,CHEMBL384467,DEXAMETHASONE,0.5934,-2.5593,novel
734,CHEMBL87493,FENFLURAMINE,0.5932,-2.5623,novel
735,CHEMBL5315106,ANTI-MELANOMA MAB FRAGMENTS,0.5927,-2.5689,novel
736,CHEMBL1743070,SILTUXIMAB,0.5926,-2.5689,novel
737,CHEMBL2105719,DACOMITINIB,0.5926,-2.5696,novel
738,CHEMBL4594505,TECLISTAMAB,0.5925,-2.5714,novel
739,CHEMBL237500,LINAGLIPTIN,0.5924,-2.5719,novel
740,CHEMBL170,QUININE,0.5923,-2.5737,novel
741,CHEMBL1201754,RUFINAMIDE,0.592,-2.5775,novel
742,CHEMBL141305,CYCLOFENIL,0.592,-2.5777,novel
743,CHEMBL4297516,LURBINECTEDIN,0.5919,-2.578,novel
744,CHEMBL803,CYTARABINE,0.5919,-2.579,novel
745,CHEMBL568,OXAZEPAM,0.5918,-2.5796,novel
746,CHEMBL806,FLUTAMIDE,0.5917,-2.5808,novel
747,CHEMBL494753,ESTRONE SULFURIC ACID,0.5914,-2.585,novel
748,CHEMBL1023,BEXAROTENE,0.5914,-2.5853,novel
749,CHEMBL5095049,PACRITINIB CITRATE,0.5914,-2.5856,novel
750,CHEMBL1200804,DICLOFENAC POTASSIUM,0.5913,-2.5867,novel
751,CHEMBL1622,FOLIC ACID,0.5913,-2.5869,novel
752,CHEMBL1568057,METAPROTERENOL SULFATE,0.5911,-2.5886,novel
753,CHEMBL1112,ARIPIPRAZOLE,0.591,-2.5898,novel
754,CHEMBL222813,ZANAMIVIR,0.5908,-2.5924,novel
755,CHEMBL1201764,FESOTERODINE,0.5908,-2.593,novel
756,CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,0.5906,-2.5952,novel
757,CHEMBL407,FLUMAZENIL,0.5901,-2.6013,novel
758,CHEMBL1200569,CAFFEINE CITRATE,0.59,-2.6028,novel
759,CHEMBL3707223,SOFPIRONIUM BROMIDE,0.5899,-2.6043,novel
760,CHEMBL1237021,LURASIDONE,0.5898,-2.6052,novel
761,CHEMBL4802135,NIRMATRELVIR,0.5897,-2.6064,novel
762,CHEMBL1551,URSODIOL,0.5897,-2.6067,novel
763,CHEMBL6067650,PAROXETINE HYDROCHLORIDE,0.5895,-2.61,novel
764,CHEMBL2105760,BREXPIPRAZOLE,0.5894,-2.6107,novel
765,CHEMBL73234,CARBETAPENTANE,0.5893,-2.6117,novel
766,CHEMBL908,CHLORPROTHIXENE,0.5893,-2.6119,novel
767,CHEMBL4297088,CHLORHEXIDINE GLUCONATE,0.5891,-2.6151,novel
768,CHEMBL262135,GALLIUM OXODOTREOTIDE,0.5886,-2.6209,novel
769,CHEMBL671,THIOTEPA,0.5886,-2.6212,novel
770,CHEMBL1201563,INTERFERON BETA-1B,0.5886,-2.6214,novel
771,CHEMBL295698,LEVOKETOCONAZOLE,0.5885,-2.6218,novel
772,CHEMBL454,BUTALBITAL,0.5885,-2.622,novel
773,CHEMBL1200601,NARATRIPTAN HYDROCHLORIDE,0.5885,-2.622,novel
774,CHEMBL1201003,ELETRIPTAN HYDROBROMIDE,0.5885,-2.622,novel
775,CHEMBL1201150,SUMATRIPTAN SUCCINATE,0.5885,-2.622,novel
776,CHEMBL3833320,EPTINEZUMAB,0.5885,-2.622,novel
777,CHEMBL4650220,ZAVEGEPANT HYDROCHLORIDE,0.5885,-2.622,novel
778,CHEMBL1189432,OLOPATADINE,0.5885,-2.622,novel
779,CHEMBL3301581,ABALOPARATIDE,0.5885,-2.6227,novel
780,CHEMBL1732,DIHYDROERGOTAMINE,0.5884,-2.6243,novel
781,CHEMBL419,MAFENIDE,0.5883,-2.6248,novel
782,CHEMBL3353410,OSIMERTINIB,0.5882,-2.6263,novel
783,CHEMBL1200328,DULOXETINE HYDROCHLORIDE,0.5881,-2.6271,novel
784,CHEMBL1200545,DIFLORASONE DIACETATE,0.5881,-2.6276,novel
785,CHEMBL3544973,CEFTAROLINE FOSAMIL ACETATE,0.588,-2.6284,novel
786,CHEMBL2108638,RAXIBACUMAB,0.5879,-2.6298,novel
787,CHEMBL626,NAFTIFINE,0.5879,-2.6303,novel
788,CHEMBL3989767,CALCITONIN SALMON,0.5878,-2.6318,novel
789,CHEMBL4297229,PRABOTULINUMTOXIN A,0.5878,-2.6318,novel
790,CHEMBL442,ERGOTAMINE,0.5876,-2.6345,novel
791,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,0.5875,-2.6352,novel
792,CHEMBL339427,TUBOCURARINE,0.5871,-2.6402,novel
793,CHEMBL1716,CYPROHEPTADINE HYDROCHLORIDE,0.5871,-2.6404,novel
794,CHEMBL221326,DIQUAFOSOL,0.5869,-2.6425,novel
795,CHEMBL2105762,OMARIGLIPTIN,0.5867,-2.6457,novel
796,CHEMBL19,METHAZOLAMIDE,0.5865,-2.6483,novel
797,CHEMBL1201533,THYROTROPIN ALFA,0.5859,-2.6566,novel
798,CHEMBL417,EPIRUBICIN,0.5857,-2.6586,novel
799,CHEMBL1200940,METOCLOPRAMIDE HYDROCHLORIDE,0.5857,-2.6588,novel
800,CHEMBL6068491,PROTEIN S HUMAN,0.5855,-2.6612,novel
801,CHEMBL1652,AMBENONIUM,0.5851,-2.6659,novel
802,CHEMBL1502,PANTOPRAZOLE,0.585,-2.6682,novel
803,CHEMBL1360,ATRACURIUM,0.5849,-2.6693,novel
804,CHEMBL1200993,GALLAMINE TRIETHIODIDE,0.5848,-2.6703,novel
805,CHEMBL4297774,AMIVANTAMAB,0.5846,-2.673,novel
806,CHEMBL1220,TINIDAZOLE,0.5846,-2.6735,novel
807,CHEMBL726,FLUPHENAZINE,0.5844,-2.676,novel
808,CHEMBL2108677,PEGINTERFERON BETA-1A,0.5843,-2.6762,novel
809,CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,0.5841,-2.6799,novel
810,CHEMBL1096,AMLEXANOX,0.584,-2.6811,novel
811,CHEMBL1200391,TROMETHAMINE,0.5839,-2.6812,novel
812,CHEMBL518924,MAVORIXAFOR,0.5838,-2.6826,novel
813,CHEMBL2107840,PATIROMER CALCIUM,0.5838,-2.6827,novel
814,CHEMBL2218896,NABILONE,0.5837,-2.6844,novel
815,CHEMBL1096882,FLUDARABINE PHOSPHATE,0.5836,-2.6859,novel
816,CHEMBL1497,BETAMETHASONE VALERATE,0.5835,-2.6872,novel
817,CHEMBL4297801,PEGUNIGALSIDASE ALFA,0.5831,-2.6922,novel
818,CHEMBL1615438,LEVOCABASTINE,0.5831,-2.6928,novel
819,CHEMBL911,ZOLPIDEM,0.5829,-2.6947,novel
820,CHEMBL1482,BETHANECHOL,0.5829,-2.6948,novel
821,CHEMBL4650269,LOVOTIBEGLOGENE AUTOTEMCEL,0.5827,-2.6969,novel
822,CHEMBL1742992,BLINATUMOMAB,0.5825,-2.6999,novel
823,CHEMBL501849,SIMEPREVIR,0.5823,-2.7026,novel
824,CHEMBL3707275,VORETIGENE NEPARVOVEC,0.5822,-2.7032,novel
825,CHEMBL1094,FELBAMATE,0.5821,-2.7051,novel
826,CHEMBL6068353,"VIBRIO CHOLERAE, INACTIVATED",0.5818,-2.7086,novel
827,CHEMBL6067494,SECRETIN,0.5816,-2.7115,novel
828,CHEMBL4650524,SOTROVIMAB,0.5815,-2.7132,novel
829,CHEMBL2109093,EPOETIN DELTA,0.5813,-2.7158,novel
830,CHEMBL131,PREDNISOLONE,0.5812,-2.7169,novel
831,CHEMBL1229,OSELTAMIVIR,0.5807,-2.7235,novel
832,CHEMBL406393,DEOXYCHOLIC ACID,0.5805,-2.7263,novel
833,CHEMBL225071,RALTITREXED,0.5802,-2.7295,novel
834,CHEMBL2028019,CARIPRAZINE,0.5802,-2.7297,novel
835,CHEMBL1201484,SODIUM POLYSTYRENE SULFONATE,0.5802,-2.7299,novel
836,CHEMBL416956,MEFLOQUINE,0.5802,-2.73,novel
837,CHEMBL2368924,DOLASETRON MESYLATE,0.5801,-2.7311,novel
838,CHEMBL2096650,SODIUM THIOSULFATE,0.58,-2.7316,novel
839,CHEMBL4298010,VELMANASE ALFA,0.5799,-2.733,novel
840,CHEMBL1096146,PONESIMOD,0.5793,-2.7414,novel
841,CHEMBL178803,BLONANSERIN,0.5792,-2.7419,novel
842,CHEMBL1201716,MECASERMIN,0.5792,-2.7419,novel
843,CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,0.5792,-2.7425,novel
844,CHEMBL1523964,EPHEDRINE SULFATE,0.5792,-2.7432,novel
845,CHEMBL1680,OCTREOTIDE,0.5791,-2.7434,novel
846,CHEMBL2108709,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.5789,-2.7464,novel
847,CHEMBL5315081,PATIROMER SORBITEX CALCIUM,0.5789,-2.7467,novel
848,CHEMBL2105717,CABOZANTINIB,0.5788,-2.7472,novel
849,CHEMBL1504,TRIAMCINOLONE ACETONIDE,0.5787,-2.7486,novel
850,CHEMBL4594214,ZICONOTIDE,0.5787,-2.7494,novel
851,CHEMBL376359,ALOGLIPTIN,0.5786,-2.7502,novel
852,CHEMBL460,MOLINDONE,0.5786,-2.7509,novel
853,CHEMBL2107799,FLURPIRIDAZ F 18,0.5785,-2.751,novel
854,CHEMBL159,VINBLASTINE,0.5783,-2.7543,novel
855,CHEMBL1630575,CASPOFUNGIN,0.5782,-2.755,novel
856,CHEMBL1241951,LETERMOVIR,0.5781,-2.7571,novel
857,CHEMBL1173055,RUCAPARIB,0.5778,-2.7603,novel
858,CHEMBL454950,TETRACYCLINE HYDROCHLORIDE,0.5778,-2.7607,novel
859,CHEMBL915,NEDOCROMIL SODIUM,0.5777,-2.7625,novel
860,CHEMBL709,ALFUZOSIN,0.5776,-2.7626,novel
861,CHEMBL1534,RIBOFLAVIN,0.5776,-2.7626,novel
862,CHEMBL288441,BOSUTINIB,0.5776,-2.763,novel
863,CHEMBL3218576,COPANLISIB,0.5776,-2.7631,novel
864,CHEMBL468,THALIDOMIDE,0.5774,-2.7653,novel
865,CHEMBL4297778,LONCASTUXIMAB TESIRINE,0.5774,-2.7656,novel
866,CHEMBL5189739,BEROTRALSTAT,0.5773,-2.7666,novel
867,CHEMBL1756,ESTRAMUSTINE PHOSPHATE,0.5772,-2.768,novel
868,CHEMBL4297065,SPINOSAD,0.577,-2.7707,novel
869,CHEMBL2104987,TEDUGLUTIDE,0.5769,-2.772,novel
870,CHEMBL1201556,BECAPLERMIN,0.5767,-2.7748,novel
871,CHEMBL55643,COPPER,0.5764,-2.7784,novel
872,CHEMBL1171837,PONATINIB,0.5764,-2.779,novel
873,CHEMBL3545131,ISATUXIMAB,0.5763,-2.7795,novel
874,CHEMBL539423,SPARSENTAN,0.576,-2.7838,novel
875,CHEMBL4297551,EFGARTIGIMOD ALFA,0.5758,-2.787,novel
876,CHEMBL360328,LORCASERIN,0.5757,-2.7871,novel
877,CHEMBL1200544,CEPHALEXIN,0.5757,-2.7874,novel
878,CHEMBL1200521,ALMOTRIPTAN MALATE,0.5757,-2.7879,novel
879,CHEMBL1200932,IOPAMIDOL,0.5756,-2.7896,novel
880,CHEMBL1059,PREGABALIN,0.5755,-2.7901,novel
881,CHEMBL1201109,DESONIDE,0.5754,-2.7914,novel
882,CHEMBL3039526,LASMIDITAN SUCCINATE,0.5754,-2.7915,novel
883,CHEMBL566534,ARTEMETHER,0.5751,-2.7951,novel
884,CHEMBL361497,ARTESUNATE,0.575,-2.7966,novel
885,CHEMBL1266,TETRAHYDROZOLINE,0.5739,-2.8109,novel
886,CHEMBL1479,DANAZOL,0.5731,-2.8216,novel
887,CHEMBL525610,TERIPARATIDE,0.5729,-2.8237,novel
888,CHEMBL3414621,TAZEMETOSTAT,0.5728,-2.8258,novel
889,CHEMBL1201688,FOMIVIRSEN,0.5727,-2.8269,novel
890,CHEMBL511,PYRILAMINE,0.5726,-2.8275,novel
891,CHEMBL296419,ASTEMIZOLE,0.5726,-2.8282,novel
892,CHEMBL3301587,DURVALUMAB,0.5725,-2.8289,novel
893,CHEMBL2336071,SIPONIMOD,0.5724,-2.83,novel
894,CHEMBL1121,SINCALIDE,0.5723,-2.8312,novel
895,CHEMBL1305,ANTAZOLINE,0.5721,-2.834,novel
896,CHEMBL63857,PHENOLPHTHALEIN,0.572,-2.8362,novel
897,CHEMBL89598,VIGABATRIN,0.5717,-2.839,novel
898,CHEMBL4297729,COSIBELIMAB,0.5717,-2.8393,novel
899,CHEMBL2103744,MORPHINE SULFATE,0.5716,-2.8407,novel
900,CHEMBL44657,ETOPOSIDE,0.5715,-2.8417,novel
901,CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,0.5713,-2.8447,novel
902,CHEMBL2109427,ZOLBETUXIMAB,0.5712,-2.8454,novel
903,CHEMBL521686,OLAPARIB,0.5708,-2.8515,novel
904,CHEMBL14376,ILOPERIDONE,0.5705,-2.8553,novel
905,CHEMBL1201825,RANIBIZUMAB,0.5704,-2.8565,novel
906,CHEMBL3989933,ETRASIMOD ARGININE,0.5704,-2.8568,novel
907,CHEMBL611,TERAZOSIN,0.5702,-2.8588,novel
908,CHEMBL3989855,PSEUDOEPHEDRINE SULFATE,0.57,-2.8616,novel
909,CHEMBL2108611,INOTUZUMAB OZOGAMICIN,0.5699,-2.8628,novel
910,CHEMBL1201657,HEPARIN SODIUM,0.5698,-2.8645,novel
911,CHEMBL19449,IBUDILAST,0.5696,-2.8665,novel
912,CHEMBL1200760,BALSALAZIDE DISODIUM,0.5696,-2.8666,novel
913,CHEMBL490665,NALFURAFINE HYDROCHLORIDE,0.5696,-2.8668,novel
914,CHEMBL2146102,EPHEDRINE HYDROCHLORIDE,0.5695,-2.8675,novel
915,CHEMBL1795072,ZICONOTIDE ACETATE,0.5695,-2.868,novel
916,CHEMBL1201032,RIZATRIPTAN BENZOATE,0.5693,-2.8698,novel
917,CHEMBL1201481,PORFIMER SODIUM,0.5693,-2.8702,novel
918,CHEMBL4297973,HEPATITIS B VIRUS HBSAG SURFACE PROTEIN ANTIGEN,0.5692,-2.8714,novel
919,CHEMBL698,TETRACAINE,0.5692,-2.8719,novel
920,CHEMBL2105737,SONIDEGIB,0.5691,-2.8725,novel
921,CHEMBL1201084,SODIUM IODIDE I 131,0.5691,-2.873,novel
922,CHEMBL1378,THIETHYLPERAZINE,0.569,-2.8739,novel
923,CHEMBL1200471,PYRITHIONE ZINC,0.5689,-2.8757,novel
924,CHEMBL537,HYDROQUINONE,0.5688,-2.8766,novel
925,CHEMBL2138684,FROVATRIPTAN SUCCINATE,0.5686,-2.8792,novel
926,CHEMBL95,TACRINE,0.5685,-2.8808,novel
927,CHEMBL385517,SAXAGLIPTIN ANHYDROUS,0.5683,-2.883,novel
928,CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,0.5682,-2.8846,novel
929,CHEMBL544665,FINGOLIMOD HYDROCHLORIDE,0.5681,-2.8856,novel
930,CHEMBL1584,PIPERACETAZINE,0.568,-2.8869,novel
931,CHEMBL1615779,IOBENGUANE I 131,0.5679,-2.8885,novel
932,CHEMBL1929396,ANAGLIPTIN,0.5679,-2.8887,novel
933,CHEMBL1200517,DIHYDROERGOTAMINE MESYLATE,0.5674,-2.8943,novel
934,CHEMBL452,CLONAZEPAM,0.5674,-2.8955,novel
935,CHEMBL2146123,METHACYCLINE HYDROCHLORIDE,0.5671,-2.8988,novel
936,CHEMBL376140,TIGECYCLINE,0.5671,-2.8991,novel
937,CHEMBL1200438,TIOCONAZOLE,0.5671,-2.8992,novel
938,CHEMBL3707359,DAXIBOTULINUMTOXINA,0.567,-2.8997,novel
939,CHEMBL1200381,ARGININE HYDROCHLORIDE,0.5669,-2.9017,novel
940,CHEMBL2108512,HEPATITIS B IMMUNE GLOBULIN,0.5667,-2.9044,novel
941,CHEMBL550348,DEFERASIROX,0.5666,-2.9049,novel
942,CHEMBL1115,PYRIDOSTIGMINE,0.5665,-2.9072,novel
943,CHEMBL4650393,EPCORITAMAB,0.5664,-2.9075,novel
944,CHEMBL1161,MOMETASONE FUROATE,0.5662,-2.91,novel
945,CHEMBL1134,DECAMETHONIUM BROMIDE,0.566,-2.9129,novel
946,CHEMBL1200751,MERCAPTOPURINE,0.5657,-2.917,novel
947,CHEMBL1136,TELITHROMYCIN,0.5654,-2.9209,novel
948,CHEMBL2108728,CALASPARGASE PEGOL,0.5653,-2.9216,novel
949,CHEMBL3306803,LUMATEPERONE,0.5653,-2.9225,novel
950,CHEMBL1767408,DIQUAFOSOL TETRASODIUM,0.5652,-2.9229,novel
951,CHEMBL3544926,OBILTOXAXIMAB,0.5652,-2.9235,novel
952,CHEMBL271227,ABIRATERONE ACETATE,0.5651,-2.9248,novel
953,CHEMBL2364608,DORAVIRINE,0.565,-2.9259,novel
954,CHEMBL42,CLOZAPINE,0.5648,-2.928,novel
955,CHEMBL1200386,PREDNICARBATE,0.5646,-2.9308,novel
956,CHEMBL934,METYRAPONE,0.5646,-2.9317,novel
957,CHEMBL477772,PAZOPANIB,0.5644,-2.9336,novel
958,CHEMBL2108290,EPOETIN THETA,0.5644,-2.9337,novel
959,CHEMBL451887,CARFILZOMIB,0.5644,-2.9343,novel
960,CHEMBL1200629,VECURONIUM BROMIDE,0.5643,-2.9354,novel
961,CHEMBL752,ADENOSINE PHOSPHATE,0.5639,-2.9401,novel
962,CHEMBL1123,DICYCLOMINE,0.5638,-2.9419,novel
963,CHEMBL1729,CISAPRIDE,0.5638,-2.942,novel
964,CHEMBL1201006,PYRILAMINE MALEATE,0.5637,-2.9424,novel
965,CHEMBL6466,COUMARIN,0.5637,-2.943,novel
966,CHEMBL70927,DEFERIPRONE,0.5635,-2.9451,novel
967,CHEMBL1201013,OLSALAZINE SODIUM,0.5632,-2.9494,novel
968,CHEMBL2107857,METRELEPTIN,0.5632,-2.9497,novel
969,CHEMBL1908359,SODIUM MONOFLUOROPHOSPHATE,0.5631,-2.95,novel
970,CHEMBL4071161,TIRABRUTINIB,0.563,-2.9519,novel
971,CHEMBL3707266,RIBOCICLIB SUCCINATE,0.5628,-2.9548,novel
972,CHEMBL1789941,RUXOLITINIB,0.5627,-2.9552,novel
973,CHEMBL1621,PALIPERIDONE,0.5625,-2.9576,novel
974,CHEMBL2403108,CERITINIB,0.5625,-2.9578,novel
975,CHEMBL1200686,PIMECROLIMUS,0.5622,-2.9621,novel
976,CHEMBL4303669,ZOLEDRONIC ACID,0.5622,-2.9625,novel
977,CHEMBL2103875,TRAMETINIB,0.562,-2.9646,novel
978,CHEMBL41,FLUOXETINE,0.5619,-2.9654,novel
979,CHEMBL1380,ABACAVIR,0.5619,-2.9659,novel
980,CHEMBL525076,ENFUVIRTIDE,0.5618,-2.9668,novel
981,CHEMBL1201217,DYCLONINE,0.5614,-2.9726,novel
982,CHEMBL3188267,CAPMATINIB,0.5613,-2.9731,novel
983,CHEMBL267495,NALFURAFINE,0.5611,-2.9767,novel
984,CHEMBL4802249,LENACAPAVIR SODIUM,0.5609,-2.9783,novel
985,CHEMBL998,LORATADINE,0.5609,-2.9791,novel
986,CHEMBL2108888,AGALSIDASE BETA,0.5607,-2.9818,novel
987,CHEMBL473417,VISMODEGIB,0.5607,-2.9819,novel
988,CHEMBL269732,TACROLIMUS ANHYDROUS,0.5605,-2.9836,novel
989,CHEMBL3187723,BINIMETINIB,0.5604,-2.9849,novel
990,CHEMBL1255800,FIDAXOMICIN,0.5603,-2.9871,novel
991,CHEMBL2364629,RIMEGEPANT SULFATE,0.5602,-2.9878,novel
992,CHEMBL1657,TAZAROTENE,0.5602,-2.9879,novel
993,CHEMBL1201207,BETAMETHASONE PHOSPHORIC ACID,0.5602,-2.9883,novel
994,CHEMBL3707328,GALCANEZUMAB,0.5601,-2.9891,novel
995,CHEMBL1200863,MELPHALAN HYDROCHLORIDE,0.5601,-2.9894,novel
996,CHEMBL669,CYCLOBENZAPRINE,0.56,-2.9904,novel
997,CHEMBL1201828,ECULIZUMAB,0.5599,-2.9919,novel
998,CHEMBL1520,VARDENAFIL,0.5598,-2.9935,novel
999,CHEMBL4594406,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,0.5596,-2.9957,novel
1000,CHEMBL278623,MACIMORELIN,0.559,-3.0034,novel
1001,CHEMBL1200796,CYCLOPHOSPHAMIDE,0.5589,-3.0048,novel
1002,CHEMBL603,ZAFIRLUKAST,0.5585,-3.0101,novel
1003,CHEMBL2035187,PACRITINIB,0.5583,-3.0123,novel
1004,CHEMBL836,TAMSULOSIN,0.5582,-3.014,novel
1005,CHEMBL3358920,ETRASIMOD,0.5582,-3.0143,novel
1006,CHEMBL1201624,BERACTANT,0.5581,-3.0146,novel
1007,CHEMBL1079742,ERLOTINIB HYDROCHLORIDE,0.5581,-3.0149,novel
1008,CHEMBL2096656,TECHNETIUM TC 99M PENTETATE,0.558,-3.0167,novel
1009,CHEMBL2103737,HYDROXOCOBALAMIN,0.5579,-3.018,novel
1010,CHEMBL5315122,BORTEZOMIB D-MANNITOL,0.5578,-3.0191,novel
1011,CHEMBL1200680,SELENIUM SULFIDE,0.5578,-3.0192,novel
1012,CHEMBL4650462,REGDANVIMAB,0.5576,-3.021,novel
1013,CHEMBL128,SUMATRIPTAN,0.5575,-3.0226,novel
1014,CHEMBL421,SULFASALAZINE,0.5575,-3.0228,novel
1015,CHEMBL2110563,CYANOCOBALAMIN,0.5575,-3.0232,novel
1016,CHEMBL422,TRIFLUOPERAZINE,0.5574,-3.0239,novel
1017,CHEMBL22242,REMOXIPRIDE,0.5569,-3.0308,novel
1018,CHEMBL596,FENTANYL,0.5568,-3.0316,novel
1019,CHEMBL1201139,MEGESTROL ACETATE,0.5567,-3.0327,novel
1020,CHEMBL1375743,ZIPRASIDONE HYDROCHLORIDE,0.5566,-3.0343,novel
1021,CHEMBL243712,AMISULPRIDE,0.5566,-3.0347,novel
1022,CHEMBL781,MAZINDOL,0.5565,-3.0351,novel
1023,CHEMBL3707248,VALBENAZINE TOSYLATE,0.5562,-3.0392,novel
1024,CHEMBL1193,PHENIRAMINE,0.5558,-3.0443,novel
1025,CHEMBL1983268,ENTRECTINIB,0.5557,-3.0462,novel
1026,CHEMBL976,PRAZIQUANTEL,0.5556,-3.0478,novel
1027,CHEMBL941,IMATINIB,0.5555,-3.049,novel
1028,CHEMBL930,GLUTAMINE,0.5554,-3.0495,novel
1029,CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,0.5553,-3.0511,novel
1030,CHEMBL3989861,DESVENLAFAXINE FUMARATE,0.5553,-3.0511,novel
1031,CHEMBL1615374,VILAZODONE HYDROCHLORIDE,0.5553,-3.0515,novel
1032,CHEMBL576982,QUIZARTINIB,0.5552,-3.053,novel
1033,CHEMBL479,THIORIDAZINE,0.555,-3.055,novel
1034,CHEMBL1149,LEVOCARNITINE,0.5547,-3.059,novel
1035,CHEMBL223448,BROXYQUINOLINE,0.5542,-3.0649,novel
1036,CHEMBL2105743,OLODATEROL HYDROCHLORIDE,0.5541,-3.0664,novel
1037,CHEMBL1764,LEVOMEPROMAZINE,0.5539,-3.0688,novel
1038,CHEMBL1201356,METHYLERGONOVINE,0.5539,-3.069,novel
1039,CHEMBL1788132,LOFEXIDINE HYDROCHLORIDE,0.5539,-3.0693,novel
1040,CHEMBL1116,RALOXIFENE HYDROCHLORIDE,0.5539,-3.0694,novel
1041,CHEMBL1441059,ALBUTEROL SULFATE,0.5538,-3.0701,novel
1042,CHEMBL308954,ETRAVIRINE,0.5537,-3.0721,novel
1043,CHEMBL1201,THIOTHIXENE,0.5537,-3.0723,novel
1044,CHEMBL2108989,ASPARAGINASE,0.5536,-3.0728,novel
1045,CHEMBL1201752,IXABEPILONE,0.5536,-3.0728,novel
1046,CHEMBL6068395,REVUMENIB CITRATE,0.5535,-3.074,novel
1047,CHEMBL1631694,FEXINIDAZOLE,0.5534,-3.0763,novel
1048,CHEMBL178,DAUNORUBICIN,0.5533,-3.0766,novel
1049,CHEMBL1201438,ALDESLEUKIN,0.553,-3.0807,novel
1050,CHEMBL3237547,CEDAZURIDINE,0.553,-3.0808,novel
1051,CHEMBL1241,TRIPELENNAMINE,0.553,-3.0812,novel
1052,CHEMBL269644,ACETANILIDE,0.5529,-3.0826,novel
1053,CHEMBL361812,RAMATROBAN,0.5526,-3.0861,novel
1054,CHEMBL1643895,RAMOSETRON,0.5525,-3.0875,novel
1055,CHEMBL1200436,OXANDROLONE,0.5521,-3.092,novel
1056,CHEMBL185,FLUOROURACIL,0.552,-3.0939,novel
1057,CHEMBL12713,SERTINDOLE,0.552,-3.094,novel
1058,CHEMBL3545262,SACITUZUMAB GOVITECAN,0.5516,-3.0985,novel
1059,CHEMBL1213165,DOLUTEGRAVIR SODIUM,0.5515,-3.0996,novel
1060,CHEMBL1289601,LENVATINIB,0.5513,-3.1023,novel
1061,CHEMBL2364612,LATANOPROSTENE BUNOD,0.5513,-3.1032,novel
1062,CHEMBL1200582,AMINOLEVULINIC ACID HYDROCHLORIDE,0.5513,-3.1033,novel
1063,CHEMBL1024,IFOSFAMIDE,0.5512,-3.1042,novel
1064,CHEMBL6068367,STREPTOCOCCUS PNEUMONIAE POLYSACCHARIDE CONJUGATED TO HAEMOPHILUS INFLUENZAE PROTEIN D,0.5511,-3.1058,novel
1065,CHEMBL564,PROMAZINE,0.551,-3.1069,novel
1066,CHEMBL3707314,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,0.5508,-3.1097,novel
1067,CHEMBL518520,RALTEGRAVIR POTASSIUM,0.5507,-3.1102,novel
1068,CHEMBL1201134,LUBIPROSTONE,0.5506,-3.1119,novel
1069,CHEMBL1752,DYPHYLLINE,0.5506,-3.1121,novel
1070,CHEMBL1201610,CORTICOTROPIN,0.5506,-3.1121,novel
1071,CHEMBL1201867,FERUMOXYTOL,0.5506,-3.1121,novel
1072,CHEMBL1315867,TERBUTALINE SULFATE,0.5505,-3.1127,novel
1073,CHEMBL1201016,CEFPODOXIME PROXETIL,0.5505,-3.1129,novel
1074,CHEMBL1201529,TECHNETIUM TC 99M SULFUR COLLOID,0.5504,-3.1147,novel
1075,CHEMBL22,TRIMETHOPRIM,0.5501,-3.1177,novel
1076,CHEMBL511142,BUPRENORPHINE,0.5501,-3.1186,novel
1077,CHEMBL1200870,TIMOLOL MALEATE,0.5499,-3.1206,novel
1078,CHEMBL2325741,CAPIVASERTIB,0.5498,-3.1219,novel
1079,CHEMBL787,MONTELUKAST,0.5498,-3.1224,novel
1080,CHEMBL914,FEXOFENADINE,0.5497,-3.124,novel
1081,CHEMBL1000,CETIRIZINE,0.5497,-3.124,novel
1082,CHEMBL2111101,PIMAVANSERIN,0.5496,-3.1247,novel
1083,CHEMBL109,VALPROIC ACID,0.5495,-3.1255,novel
1084,CHEMBL1096885,VALRUBICIN,0.5493,-3.1289,novel
1085,CHEMBL6068348,BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ,0.5493,-3.1292,novel
1086,CHEMBL4297756,FREMANEZUMAB,0.5487,-3.1359,novel
1087,CHEMBL2103739,EMEDASTINE DIFUMARATE,0.5487,-3.1367,novel
1088,CHEMBL61006,PHENYLPROPANOLAMINE,0.5486,-3.1374,novel
1089,CHEMBL1201782,FOSAPREPITANT DIMEGLUMINE,0.5485,-3.139,novel
1090,CHEMBL158,AZTREONAM,0.5482,-3.1427,novel
1091,CHEMBL1201334,TRIPTORELIN,0.5479,-3.1461,novel
1092,CHEMBL1201131,PIPERONYL BUTOXIDE,0.5475,-3.1515,novel
1093,CHEMBL220492,TOPIRAMATE,0.5472,-3.1559,novel
1094,CHEMBL305660,EBASTINE,0.5471,-3.1571,novel
1095,CHEMBL701,BACLOFEN,0.5471,-3.1575,novel
